RUTA C1-001
"Diagonal 67 # 44b - 10"
"Secretaría De Movilidad De Medellín (Autopista Norte - Cl 72, Medellín)"
"Carrera 64 # 72 - 15"
"Puente Punto Cero (Autopista Norte - Cl 67, Medellín)"
"Carrera 64 # 67 - 10"
"Plazuela Tomás Cipriano De Mosquera (Av. Oriental - Kr 48, Medellín)"
"Carrera 48 # 57 - 10"
"Avenida Oriental (Cl 57 - Av. Oriental, Medellín)"
"Calle 57 # 46 - 15"
"Clínica Victoriana (Av. Oriental - Kr 49, Medellín)"
"Carrera 49 # 54 - 05"
"Universidad Nacional De Colombia (Autopista Norte - Cl 65, Medellín)"
"Carrera 64 # 65 - 10"
"Puente Punto Cero (Autopista Norte - Cl 67, Medellín)"
"Carrera 64 # 67 - 10"
"Proleche (Autopista Norte - Cl 72, Medellín)"
"Carrera 64 # 72 - 30"
"Secretaría De Movilidad De Medellín (Autopista Norte - Cl 72, Medellín)"
"Carrera 64 # 72 - 15"
"Terminal Del Norte (Autopista Norte - Cl 83, Medellín)"
"Carrera 64 # 83 - 10"
"Parque Juanes De La Paz (Autopista Norte - Cl 97, Medellín)"
"Carrera 64 # 97 - 10"
"Br. Belalcázar (Autopista Norte - Cl 103, Medellín)"
"Carrera 64 # 103 - 12"
"Feria De Ganado (Autopista Norte - Cl 103ff, Medellín)"
"Carrera 64 # 103ff - 05"
"Escuela De Policía Carlos Holguín Mallarino (Autopista Norte - Cl 111f, Medellín)"
"Carrera 64 # 111f - 20"
"Br. Toscana (Autopista Norte - Cl 115, Medellín)"
"Carrera 64 # 115 - 25"
"Cai Solla (Autopista Norte - Cl 119a, Medellín)"
"Carrera 64 # 119a - 05"
"Urbanización Ciudad Central (Autopista Norte - Cl 27b, Bello)"
"Autopista Norte # 27b - 15"
"Fabricato (Autopista Norte - Cl 38, Bello)"
"Autopista Norte # 38 - 05"
"Postobón (Autopista Norte - Cl 43, Bello)"
"Autopista Norte # 43 - 05"
"Hospital Marco Fidel Suárez (Cl 44 - Kr 49b, Bello)"
"Calle 44 # 49b - 15"
"Carrera 48, Clínica Antioquia Sede Bello"
"Carrera 48 # 50 - 10"
"Calle 50, 47, Bello, Ie Jesús De La Buena Esperanza"
"Calle 50 # 47 - 05"
"Diagonal 55, Niquía, Mall Comercial"
"Diagonal 55 # 37 - 10"
"Diagonal 55 341-3415"
"Diagonal 55 # 34 - 15"
"Segunda Glorieta"
"Avenida 35 # 56 - 02"
"Avenida 33 5790"
"Avenida 33 # 57 - 90"
"Diagonal 59 31-151"
"Diagonal 59 # 31 - 15"
"Urbanizacion Rosales De Terranova"
"Carrera 32 # 59 - 08"
"Avenida 31 65-29"
"Avenida 31 # 65 - 29"
"Urbanizacion Rosales De Terranova"
"Carrera 32 # 59 - 08"
"Diagonal 59 31-151"
"Diagonal 59 # 31 - 15"
"Avenida 33 5789-57173"
"Avenida 33 # 57 - 89"
"Diagonal 57 33-115"
"Diagonal 57 # 33 - 11"
"Diagonal 57 33-132"
"Diagonal 57 # 33 - 13"
"Diagonal 57 33-132"
"Diagonal 57 # 33 - 13"
"Avenida 38 5588-55172"
"Avenida 38 # 55 - 88"
"Avenida 40c, 65, Niquía, Droguería Jaimar"
"Avenida 40c # 65 - 12"
"Avenida 42, 65, Niquía, Casa De Justicia"
"Avenida 42 # 65 - 20"
"Diagonal 67, 44b, Niquía"
